,r,VaR,ES,hit
2014-12-31,-0.004197308450286825,-0.09064238714251598,-0.10046757368566785,0
2015-01-31,-0.03153282180262603,-0.08902808578020383,-0.0986997712048262,0
2015-02-28,0.053438871430552516,-0.08891549034104834,-0.09856079383392814,0
2015-03-31,-0.017549145486384792,-0.09158191077299119,-0.1015026528879788,0
2015-04-30,0.008484665914449642,-0.08884379241025535,-0.09858125418749568,0
2015-05-31,0.010436785331839957,-0.0875895024788172,-0.09718564491379787,0
2015-06-30,-0.021235661913586588,-0.08661503280152953,-0.09589528735075055,0
2015-07-31,0.019549693281665254,-0.08598467908028139,-0.09511771662704084,0
2015-08-31,-0.06462471645113466,-0.08362864832306194,-0.09256860682103502,0
2015-09-30,-0.0267987189877159,-0.08734677512868287,-0.0967757948250438,0
2015-10-31,0.07971934314092276,-0.08379287908236639,-0.09301222970318604,0
2015-11-30,0.000504835614613225,-0.09123192722642343,-0.10127520722007902,0
2015-12-31,-0.017685671969978563,-0.09004094762935244,-0.09993234178492455,0
2016-01-31,-0.05206764093935223,-0.08705807068871607,-0.09674895136191222,0
2016-02-29,-0.004136900440057719,-0.08791986761837307,-0.09786881585668203,0
2016-03-31,0.06390498491988238,-0.08592417058708203,-0.09570100008189479,0
2016-04-30,0.0026957330678163125,-0.09082205489117766,-0.10106712258833035,0
2016-05-31,0.015213182557527833,-0.08899197314718954,-0.0990643997106986,0
2016-06-30,0.0009056633172390907,-0.08847960015830576,-0.09843022506720603,0
2016-07-31,0.03499043894376667,-0.08750927838304476,-0.09730127844209163,0
2016-08-31,-0.001219919360414707,-0.08868973407154515,-0.0985106329308873,0
2016-09-30,-0.0012352452011046586,-0.08773902703848123,-0.097326154757678,0
2016-10-31,-0.019616782104688858,-0.08661857954999187,-0.0959184100472485,0
2016-11-30,0.033603472465471074,-0.08168935515254203,-0.09063362995464237,0
2016-12-31,0.018037103051757427,-0.0827757370814799,-0.091774231818006,0
2017-01-31,0.01772629809300964,-0.08225745990742968,-0.09117285077205371,0
2017-02-28,0.036523097609435645,-0.08077421099092333,-0.08955855340561723,0
2017-03-31,-0.0003893059401398051,-0.08114567880562823,-0.08998228643361213,0
2017-04-30,0.009050140558437409,-0.07932180777751174,-0.08799848104273314,0
2017-05-31,0.011509718385591177,-0.07863346848609239,-0.0871917604759832,0
2017-06-30,0.004802282553352028,-0.07806165030615854,-0.08639388635027194,0
2017-07-31,0.019163961513693484,-0.0761423386571228,-0.08430855132452093,0
2017-08-31,0.0005463430563159147,-0.07576479315779784,-0.08387107961106487,0
2017-09-30,0.01911895720324887,-0.07435555748573691,-0.08232780775163434,0
2017-10-31,0.02194559887830511,-0.07371703216969672,-0.08162079475113443,0
2017-11-30,0.027695515330648682,-0.07409405985832267,-0.08195832173484632,0
2017-12-31,0.009783603904362663,-0.07473594579906072,-0.08262814873807309,0
2018-01-31,0.05465741778702495,-0.0739473746112781,-0.08173719517819894,0
2018-02-28,-0.0397261156359207,-0.07708692139971453,-0.08525087634257941,0
2018-03-31,-0.02725251295379243,-0.07756250992210263,-0.0858885876007865,0
2018-04-30,0.002715111747128934,-0.07629566893413472,-0.08459433269754212,0
2018-05-31,0.021378202402637565,-0.07495394161615629,-0.0831190504647265,0
2018-06-30,0.004830713496801861,-0.07455053343109266,-0.08266444024322195,0
2018-07-31,0.03538797997679926,-0.07386318737722289,-0.08185194627950103,0
2018-08-31,0.029814321663194848,-0.07401254746060018,-0.08204600163763792,0
2018-09-30,0.004285106720321905,-0.0751616873708482,-0.0832101463693969,0
2018-10-31,-0.0719293490556602,-0.07356839293815269,-0.08147251225478495,0
2018-11-30,0.017701776759294796,-0.07789481201074187,-0.08656625966054675,0
2018-12-31,-0.09626528711807607,-0.07693247516183642,-0.0855061952446035,1
2019-01-31,0.07574215482837561,-0.08608104076405208,-0.0960220607587156,0
2019-02-28,0.029295592986693514,-0.09334185283571944,-0.10394492478617766,0
2019-03-31,0.017765541837019908,-0.09248677188188575,-0.10301132612196605,0
2019-04-30,0.03856033644309039,-0.0917336575721407,-0.10214357791737899,0
2019-05-31,-0.0680408888532043,-0.09273707092376747,-0.10320390738692264,0
2019-06-30,0.06665831953424144,-0.09520648471616246,-0.10615812256945553,0
2019-07-31,0.013042767473010496,-0.09948779816989388,-0.11086713243701975,0
2019-08-31,-0.018257307714875135,-0.09870181934275525,-0.10992693661270478,0
2019-09-30,0.01703524052367768,-0.09652447768632795,-0.10759533029138778,0
2019-10-31,0.020225819582931022,-0.0959861581882049,-0.10692412006739131,0
2019-11-30,0.033480291579323126,-0.0949610540139654,-0.10577875399086367,0
2019-12-31,0.02818874101228944,-0.09495172289121843,-0.1057493722423216,0
2020-01-31,-0.0016294165896177356,-0.09506636238014507,-0.10581183778981734,0
2020-02-29,-0.08785952093620485,-0.09405973251679267,-0.10462050397296144,0
2020-03-31,-0.13366776859296695,-0.09853920336135166,-0.1099387336897598,1
2020-04-30,0.11942089623740584,-0.1128759431949648,-0.12627246499616687,0
2020-05-31,0.0442864902305306,-0.12554337868162874,-0.14026760342083325,0
2020-06-30,0.018221381004063585,-0.12592013916906955,-0.14062136504120326,0
2020-07-31,0.053636778409248576,-0.1249859332600776,-0.13949180221679508,0
2020-08-31,0.06771910208965368,-0.12615020326277945,-0.14072923511410576,0
2020-09-30,-0.04001810324358949,-0.12984402223227684,-0.14460568014029573,0
2020-10-31,-0.02805568033968923,-0.1290475966415475,-0.14373855222232254,0
2020-11-30,0.10214644831840361,-0.12524367959947652,-0.1396882437834808,0
2020-12-31,0.03644899728321611,-0.13379512891119533,-0.14908127199525326,0
2021-01-31,-0.011199116821942242,-0.13384747835454402,-0.1490293178546508,0
2021-02-28,0.02575689966712559,-0.1324049746212963,-0.1473261891540162,0
2021-03-31,0.04156280869744297,-0.13161342991628508,-0.14637635652236522,0
2021-04-30,0.05109732211429392,-0.13031902537442147,-0.1449687950098454,0
2021-05-31,0.00547150655202215,-0.1315103991580305,-0.14620737882127474,0
2021-06-30,0.02197084004586202,-0.1295318894088698,-0.1440059817909212,0
2021-07-31,0.02249322924674322,-0.12851316870357726,-0.14281915117754343,0
2021-08-31,0.02857805096868915,-0.12681063785389485,-0.14093323885294565,0
2021-09-30,-0.04873776298462272,-0.1262827122190868,-0.1402795740206973,0
2021-10-31,0.06685820979817365,-0.12585227332751237,-0.1398934720489804,0
2021-11-30,-0.0083686511009886,-0.12939260768460503,-0.14369141708050823,0
2021-12-31,0.042688611280446646,-0.126835316513658,-0.1409061323624865,0
2022-01-31,-0.05401814986501885,-0.12706266642848757,-0.14111096114347677,0
2022-02-28,-0.0318627908789231,-0.12664030846421834,-0.14078351678296389,0
2022-03-31,0.035148238386268404,-0.12445870132158576,-0.13847404927670084,0
2022-04-30,-0.09206783296043518,-0.12441279444214758,-0.1383498192288411,0
2022-05-31,5.3242466203463356e-05,-0.12830415365822737,-0.14292557530150132,0
2022-06-30,-0.0876515744801734,-0.12629444495366346,-0.14069265790360505,0
2022-07-31,0.08720134427422459,-0.12941531016647279,-0.14438563913711444,0
2022-08-31,-0.04336702120583717,-0.1348012751466743,-0.15029343294675215,0
2022-09-30,-0.09804919930362435,-0.133657905674426,-0.14909956447924916,0
2022-10-31,0.07683460219574133,-0.13725314578787864,-0.1533756895369717,0
2022-11-30,0.052357944725214406,-0.14058880874683677,-0.15700845146177944,0
2022-12-31,-0.060781799048487496,-0.14094040986332998,-0.15735275786615802,0
2023-01-31,0.05992115787903165,-0.14049427224550473,-0.1569962038448332,0
2023-02-28,-0.02645943030685264,-0.1408667638792431,-0.15740364304452914,0
2023-03-31,0.03445125384186044,-0.13938556581977254,-0.1557135286239879,0
2023-04-30,0.014536196592679839,-0.13921135981115815,-0.1553917329662348,0
2023-05-31,0.002479248057984054,-0.1375766289323265,-0.15353220023370723,0
2023-06-30,0.06271890993761445,-0.13524428335725464,-0.1509522732746246,0
2023-07-31,0.030663933087959953,-0.13733996775284457,-0.15318674534147755,0
2023-08-31,-0.01787524701848843,-0.13588656730539966,-0.1515646386211721,0
2023-09-30,-0.04994608771197091,-0.13330051161764175,-0.14875875383534526,0
2023-10-31,-0.02222483997777142,-0.1324759991800624,-0.14794397851784752,0
2023-11-30,0.08542444438757674,-0.13112812663321194,-0.14632902133176262,0
2023-12-31,0.04327897629406807,-0.13616038824103843,-0.15184034715822,0
2024-01-31,0.01577073041880103,-0.136857517762544,-0.15233760532680696,0
2024-02-29,0.05042750432692709,-0.13341055990690648,-0.14859028550121856,0
2024-03-31,0.030547405358412088,-0.13384247272998295,-0.14903198128198608,0
2024-04-30,-0.04250574745999363,-0.1329031529837958,-0.1479512389922304,0
2024-05-31,0.046903838078814306,-0.1309838928217549,-0.1459622514024245,0
2024-06-30,0.03408230240557078,-0.1322540985809517,-0.14715323314016773,0
2024-07-31,0.011257742193535576,-0.13024782333611964,-0.1449673689246978,0
2024-08-31,0.022577879038739614,-0.12848898920007254,-0.14299633255306057,0
2024-09-30,0.01999561838794891,-0.12777221763046273,-0.1421080698680786,0
2024-10-31,-0.009946079220551969,-0.1263611279707935,-0.14051774865485434,0
2024-11-30,0.055719767688528744,-0.12414383391142192,-0.13809005085372442,0
2024-12-31,-0.025307691689834075,-0.12536793369758972,-0.13941888950660491,0
2025-01-31,0.026657822062382253,-0.12319749181442397,-0.13709150231539877,0
2025-02-28,-0.014344520215520212,-0.12258995768919775,-0.13635154910275005,0
2025-03-31,-0.05926680278196916,-0.12118322190766971,-0.1346218021999703,0
